variant,record_type,component,entry_date,exit_date,entry_price,exit_price,return_pct,max_drawdown_pct,accumulated,buy_trigger,sell_reason,entry_signal_date,signal_date,tqqq_boosted,rotation_signal_date,rotation_date,max_boost_sessions,component_return_pct,allocation_at_entry,portfolio_contribution_pct,cluster,component_events
40_sessions,component_exit,ma200,2010-07-23,2010-08-12,,,,,,,NDX-below-MA200,,2010-08-11,,,,,-2.470462919903038,0.14278803835749848,-0.3527525541678927,,
40_sessions,component_exit,ma200,2010-09-07,2011-06-16,,,,,,,NDX-below-MA200,,2011-06-15,,,,,18.454960343353456,0.13928979235055866,2.5705875940634977,,
40_sessions,component_exit,ma200,2011-06-22,2011-06-27,,,,,,,NDX-below-MA200,,2011-06-24,,,,,-1.274904930191889,0.13735040263231676,-0.17510870547978166,,
40_sessions,component_exit,ma200,2011-06-29,2011-08-05,,,,,,,NDX-below-MA200,,2011-08-04,,,,,-2.8840613265408543,0.13409117142323465,-0.38672716173231125,,
40_sessions,component_exit,ma200,2011-09-19,2011-09-22,,,,,,,NDX-below-MA200,,2011-09-21,,,,,-3.6899959138990246,0.12972599661950823,-0.47868839745246405,,
40_sessions,component_exit,ma200,2011-10-12,2011-11-18,,,,,,,NDX-below-MA200,,2011-11-17,,,,,-1.9979007486779832,0.119956254150026,-0.23966068997494339,,
40_sessions,component_exit,ma200,2011-12-01,2011-12-09,,,,,,,NDX-below-MA200,,2011-12-08,,,,,-0.4444398778297609,0.11833665175766285,-0.052593527049958635,,
40_sessions,component_exit,ma200,2011-12-13,2011-12-15,,,,,,,NDX-below-MA200,,2011-12-14,,,,,-2.5262247375372637,0.1174515013565869,-0.2967088881879013,,
40_sessions,component_exit,ma200,2011-12-27,2011-12-29,,,,,,,NDX-below-MA200,,2011-12-28,,,,,-0.6537987871035433,0.11503255553447415,-0.07520814528586019,,
40_sessions,component_exit,ma200,2012-01-04,2012-11-01,,,,,,,NDX-below-MA200,,2012-10-31,,,,,14.713135901635432,0.11286380694501842,1.660580529958001,,
40_sessions,component_exit,ma200,2012-11-06,2012-11-08,,,,,,,NDX-below-MA200,,2012-11-07,,,,,-2.2222498244465094,0.11251466537340368,-0.25003569537370407,,
40_sessions,component_exit,ma200,2012-11-30,2012-12-05,,,,,,,NDX-below-MA200,,2012-12-04,,,,,-0.8770967344434388,0.11002930606817592,-0.09650634504547474,,
40_sessions,component_exit,ma200,2012-12-12,2012-12-14,,,,,,,NDX-below-MA200,,2012-12-13,,,,,-2.3052599494857606,0.1090956218628619,-0.25149376774469867,,
40_sessions,component_exit,ma200,2012-12-19,2012-12-24,,,,,,,NDX-below-MA200,,2012-12-21,,,,,-2.0163852290994932,0.10602603263560434,-0.2137893261064534,,
40_sessions,component_exit,ma200,2013-01-03,2014-10-17,,,,,,,NDX-below-MA200,,2014-10-16,,,,,38.96628002422744,0.10271344105400472,4.002360706362326,,
40_sessions,component_exit,ma200,2014-10-21,2015-08-24,,,,,,,NDX-below-MA200,,2015-08-21,,,,,-1.9010467977238044,0.10158235899318162,-0.1931128182692178,,
40_sessions,component_exit,ma200,2015-10-16,2016-01-07,,,,,,,NDX-below-MA200,,2016-01-06,,,,,-1.7283702790052868,0.09410355985048328,-0.1626457959941705,,
40_sessions,component_exit,ma200,2016-03-22,2016-03-24,,,,,,,NDX-below-MA200,,2016-03-23,,,,,-0.6560287172522106,0.09222897344157749,-0.06050485514036628,,
40_sessions,component_exit,ma200,2016-03-30,2016-04-28,,,,,,,NDX-below-MA200,,2016-04-27,,,,,-1.8088907984898595,0.0909194030508078,-0.16446327158279708,,
40_sessions,component_exit,ma200,2016-05-25,2016-06-16,,,,,,,NDX-below-MA200,,2016-06-15,,,,,-1.7280230445536948,0.08985072030716894,-0.15526411526053657,,
40_sessions,component_exit,ma200,2016-06-22,2016-06-27,,,,,,,NDX-below-MA200,,2016-06-24,,,,,-3.8800454278431262,0.0889994535597985,-0.34532192286523283,,
40_sessions,component_exit,ma200,2016-07-01,2016-07-06,,,,,,,NDX-below-MA200,,2016-07-05,,,,,-0.6597606234304276,0.08576627855653673,-0.056585213409768395,,
40_sessions,component_exit,ma200,2016-07-08,2018-10-12,,,,,,,NDX-below-MA200,,2018-10-11,,,,,59.22749398182094,0.08451575367301664,5.005656292037655,,
40_sessions,component_exit,ma200,2018-10-16,2018-10-25,,,,,,,NDX-below-MA200,,2018-10-24,,,,,-3.6221210983720886,0.09010687547623686,-0.3263780147708641,,
40_sessions,component_exit,ma200,2018-11-02,2018-11-06,,,,,,,NDX-below-MA200,,2018-11-05,,,,,-1.583925441465539,0.0871218345956433,-0.13799449032319197,,
40_sessions,component_exit,ma200,2018-11-08,2018-11-12,,,,,,,NDX-below-MA200,,2018-11-09,,,,,-2.7074049558009405,0.08439835259566604,-0.22850051807894142,,
40_sessions,component_exit,ma200,2019-02-19,2019-02-22,,,,,,,NDX-below-MA200,,2019-02-21,,,,,0.18858446401210927,0.08388252823797125,0.01581894162773843,,
40_sessions,component_exit,ma200,2019-02-26,2019-03-08,,,,,,,NDX-below-MA200,,2019-03-07,,,,,-2.345605738385359,0.08337524380740124,-0.19556545031391873,,
40_sessions,component_exit,ma200,2019-03-12,2019-06-03,,,,,,,NDX-below-MA200,,2019-05-31,,,,,-1.0390760429495938,0.0810706763413257,-0.08423859757199195,,
40_sessions,component_exit,ma200,2019-06-05,2020-03-10,,,,,,,NDX-below-MA200,,2020-03-09,,,,,13.459562901163746,0.08026779887401723,1.0803694878827954,,
40_sessions,component_exit,ma200,2020-04-09,2022-01-21,,,,,,,NDX-below-MA200,,2022-01-20,,,,,77.58494168590973,0.0659531129716959,5.116968423913242,,
40_sessions,component_exit,ma200,2022-02-03,2022-02-07,,,,,,,NDX-below-MA200,,2022-02-04,,,,,0.042537013503873844,0.05706248012482172,0.0024272674876340745,,
40_sessions,component_exit,ma200,2022-02-10,2022-02-14,,,,,,,NDX-below-MA200,,2022-02-11,,,,,-3.74454130275228,0.057085367185140186,-0.21375851520753708,,
40_sessions,component_exit,ma200,2022-03-30,2022-04-01,,,,,,,NDX-below-MA200,,2022-03-31,,,,,-2.02172225085796,0.05506548920518157,-0.11132712478049439,,
40_sessions,component_exit,ma200,2022-04-05,2022-04-07,,,,,,,NDX-below-MA200,,2022-04-06,,,,,-4.341439283587112,0.054012348351823135,-0.23449133093339658,,
40_sessions,component_exit,ma200,2023-01-27,2023-01-31,,,,,,,NDX-below-MA200,,2023-01-30,,,,,-0.813570521727558,0.04821940982948655,-0.03922989041237031,,
40_sessions,component_exit,ma200,2023-02-02,2023-03-13,,,,,,,NDX-below-MA200,,2023-03-10,,,,,-7.240739648957062,0.04655129216347306,-0.33706578687824357,,
40_sessions,component_exit,ma200,2023-03-15,2025-03-07,,,,,,,NDX-below-MA200,,2025-03-06,,,,,65.46459873202184,0.043881206982857586,2.8726656070095666,,
40_sessions,component_exit,ma200,2025-05-13,2026-03-23,,,,,,,NDX-below-MA200,,2026-03-20,,,,,15.964951202912637,0.032618646059439246,0.5207550926440262,,
40_sessions,21_session_cluster,,2002-07-24,2002-08-15,,,9.489637579745752,,,breadth,climax-top,,,,,,,,,,1.0,1.0
40_sessions,21_session_cluster,,2002-10-10,2002-11-12,,,20.19740881840012,,,breadth,climax-top,,,,,,,,,,2.0,1.0
40_sessions,21_session_cluster,,2003-01-10,2003-01-21,,,-0.8309995203307988,,,ma200,NDX-below-MA200,,,,,,,,,,3.0,1.0
40_sessions,21_session_cluster,,2003-01-10,2003-03-18,,,1.0311191577252135,,,breadth,climax-top,,,,,,,,,,4.0,1.0
40_sessions,21_session_cluster,,2003-03-14,2004-03-24,,,7.40911763450429,,,ma200,NDX-below-MA200,,,,,,,,,,5.0,1.0
40_sessions,21_session_cluster,,2004-03-25,2004-07-09,,,2.646621051171501,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,,,,6.0,5.0
40_sessions,21_session_cluster,,2004-10-04,2004-10-25,,,-1.0169858541878876,,,ma200,NDX-below-MA200,,,,,,,,,,7.0,2.0
40_sessions,21_session_cluster,,2004-10-27,2005-04-12,,,-0.24726215689903855,,,ma200,NDX-below-MA200,,,,,,,,,,8.0,3.0
40_sessions,21_session_cluster,,2005-05-18,2005-06-27,,,0.03092862563102739,,,ma200,NDX-below-MA200,,,,,,,,,,9.0,1.0
40_sessions,21_session_cluster,,2005-07-11,2005-10-13,,,-0.3014540607119954,,,ma200,NDX-below-MA200,,,,,,,,,,10.0,1.0
40_sessions,21_session_cluster,,2005-10-17,2006-05-15,,,1.2445523713626727,,,ma200,NDX-below-MA200,,,,,,,,,,11.0,1.0
40_sessions,21_session_cluster,,2006-09-18,2006-09-20,,,0.028639859347075892,,,ma200,NDX-below-MA200,,,,,,,,,,12.0,1.0
40_sessions,21_session_cluster,,2005-03-31,2007-07-27,,,25.135118583707328,,,breadth,bearish-divergence,,,,,,,,,,13.0,1.0
40_sessions,21_session_cluster,,2006-09-22,2008-01-07,,,4.789572654088659,,,ma200,NDX-below-MA200,,,,,,,,,,14.0,1.0
40_sessions,21_session_cluster,,2008-05-02,2008-06-19,,,-0.8796117782174083,,,ma200,NDX-below-MA200,,,,,,,,,,15.0,4.0
40_sessions,21_session_cluster,,2008-01-23,2008-09-30,,,-9.674967805700353,,,breadth+ma200,NDX-below-MA200+trailing-stop,,,,,,,,,,16.0,4.0
40_sessions,21_session_cluster,,2008-10-17,2008-11-05,,,4.488089025913113,,,breadth,climax-top,,,,,,,,,,17.0,1.0
40_sessions,21_session_cluster,,2008-11-24,2009-01-14,,,5.825227533244525,,,breadth,climax-top,,,,,,,,,,18.0,1.0
40_sessions,21_session_cluster,,2009-02-02,2009-02-18,,,1.9311707254437227,,,breadth,climax-top,,,,,,,,,,19.0,1.0
40_sessions,21_session_cluster,,2009-05-01,2009-05-14,,,-0.5613080262791902,,,ma200,NDX-below-MA200,,,,,,,,,,20.0,1.0
40_sessions,21_session_cluster,,2009-05-19,2010-08-12,,,3.5350199610331994,,,ma200,NDX-below-MA200,,,,,,,,,,21.0,6.0
40_sessions,21_session_cluster,,2010-09-07,2011-06-27,,,2.395478888583716,,,ma200,NDX-below-MA200,,,,,,,,,,22.0,2.0
40_sessions,21_session_cluster,,2011-06-29,2011-08-05,,,-0.38672716173231125,,,ma200,NDX-below-MA200,,,,,,,,,,23.0,1.0
40_sessions,21_session_cluster,,2009-03-09,2011-09-22,,,106.85295611086728,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,,,,24.0,2.0
40_sessions,21_session_cluster,,2011-10-12,2011-12-29,,,-0.6641712504986635,,,ma200,NDX-below-MA200,,,,,,,,,,25.0,4.0
40_sessions,21_session_cluster,,2012-01-04,2012-12-24,,,0.8487553956876701,,,ma200,NDX-below-MA200,,,,,,,,,,26.0,5.0
40_sessions,21_session_cluster,,2011-10-06,2014-08-08,,,69.53416202686569,,,breadth,bearish-divergence,,,,,,,,,,27.0,1.0
40_sessions,21_session_cluster,,2013-01-03,2014-10-17,,,4.002360706362326,,,ma200,NDX-below-MA200,,,,,,,,,,28.0,1.0
40_sessions,21_session_cluster,,2014-10-21,2015-08-24,,,-0.1931128182692178,,,ma200,NDX-below-MA200,,,,,,,,,,29.0,1.0
40_sessions,21_session_cluster,,2015-10-16,2016-01-07,,,-0.1626457959941705,,,ma200,NDX-below-MA200,,,,,,,,,,30.0,1.0
40_sessions,21_session_cluster,,2016-03-22,2016-03-24,,,-0.06050485514036628,,,ma200,NDX-below-MA200,,,,,,,,,,31.0,1.0
40_sessions,21_session_cluster,,2016-03-30,2016-04-28,,,-0.16446327158279708,,,ma200,NDX-below-MA200,,,,,,,,,,32.0,1.0
40_sessions,21_session_cluster,,2016-05-25,2016-07-06,,,-0.5571712515355378,,,ma200,NDX-below-MA200,,,,,,,,,,33.0,3.0
40_sessions,21_session_cluster,,2015-08-25,2018-03-23,,,55.77559303013748,,,breadth,bearish-divergence,,,,,,,,,,34.0,1.0
40_sessions,21_session_cluster,,2016-07-08,2018-11-12,,,4.312783268864657,,,ma200,NDX-below-MA200,,,,,,,,,,35.0,4.0
40_sessions,21_session_cluster,,2019-02-19,2019-03-08,,,-0.1797465086861803,,,ma200,NDX-below-MA200,,,,,,,,,,36.0,2.0
40_sessions,21_session_cluster,,2019-03-12,2019-06-03,,,-0.08423859757199195,,,ma200,NDX-below-MA200,,,,,,,,,,37.0,1.0
40_sessions,21_session_cluster,,2018-10-15,2020-03-10,,,23.366119814053356,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,,,,38.0,2.0
40_sessions,21_session_cluster,,2020-03-16,2021-12-01,,,124.4909195237005,,,breadth,bearish-divergence,,,,,,,,,,39.0,1.0
40_sessions,21_session_cluster,,2020-04-09,2022-02-14,,,4.9056371761933395,,,ma200,NDX-below-MA200,,,,,,,,,,40.0,3.0
40_sessions,21_session_cluster,,2022-03-30,2022-04-07,,,-0.34581845571389097,,,ma200,NDX-below-MA200,,,,,,,,,,41.0,2.0
40_sessions,21_session_cluster,,2022-06-14,2022-11-14,,,7.402549406930266,,,breadth,climax-top,,,,,,,,,,42.0,1.0
40_sessions,21_session_cluster,,2023-01-27,2023-01-31,,,-0.03922989041237031,,,ma200,NDX-below-MA200,,,,,,,,,,43.0,1.0
40_sessions,21_session_cluster,,2023-02-02,2023-03-13,,,-0.33706578687824357,,,ma200,NDX-below-MA200,,,,,,,,,,44.0,1.0
40_sessions,21_session_cluster,,2023-01-27,2023-05-02,,,9.612602422439329,,,breadth,bearish-divergence,,,,,,,,,,45.0,1.0
40_sessions,21_session_cluster,,2023-10-30,2024-12-19,,,54.430297607480014,,,breadth,bearish-divergence,,,,,,,,,,46.0,1.0
40_sessions,21_session_cluster,,2023-03-15,2025-03-07,,,2.8726656070095666,,,ma200,NDX-below-MA200,,,,,,,,,,47.0,1.0
40_sessions,21_session_cluster,,2025-05-13,2026-03-23,,,0.5207550926440262,,,ma200,NDX-below-MA200,,,,,,,,,,48.0,1.0
60_sessions,component_trade,breadth,2002-07-24,2002-08-15,875.48,975.09,13.556625113922504,-3.4706508037257056,7948.963757974576,VIX+MA200,climax-top,2002-07-23,2002-08-14,True,,,60.0,,,,,
60_sessions,component_trade,breadth,2002-10-10,2002-11-12,809.46,982.45,27.820066098025144,6.22545859562571,10160.370729551167,VIX+MA200,climax-top,2002-10-09,2002-11-11,True,,,60.0,,,,,
60_sessions,component_trade,breadth,2003-01-10,2003-03-18,1059.86,1075.3,1.3355723667187291,-10.28485065701653,10296.06983337123,MA200-recross,climax-top,2003-01-09,2003-03-17,False,,,60.0,,,,,
60_sessions,component_trade,breadth,2004-03-25,2004-06-14,1394.2,1470.62,5.355904007370094,0.043671972010939086,10847.517450178382,MA200-recross,bearish-divergence,2004-03-24,2004-06-10,False,,,60.0,,,,,
60_sessions,component_trade,breadth,2005-03-31,2007-07-27,1489.44,1988.85,33.37507211378197,-5.648143635675584,14467.8842217305,MA200-recross,bearish-divergence,2005-03-30,2007-07-26,False,,,60.0,,,,,
60_sessions,component_trade,breadth,2008-01-23,2008-09-30,1725.46,1540.51,-9.155034231234005,-11.764262020183002,13143.344468695768,VIX,trailing-stop,2008-01-22,2008-09-29,True,2008-04-17,2008-04-18,60.0,,,,,
60_sessions,tqqq_to_ndx_rotation,breadth,2008-01-23,2008-04-18,,,,,,VIX,,,2008-04-17,,,,60.0,,,,,
60_sessions,component_trade,breadth,2008-10-17,2008-11-05,1291.58,1359.82,5.885518271895718,-12.082545704903392,13916.898408939054,VIX,climax-top,2008-10-16,2008-11-04,True,,,60.0,,,,,
60_sessions,component_trade,breadth,2008-11-24,2009-01-14,1106.02,1183.79,7.537977065264756,-2.36548429681116,14965.951019201077,VIX,climax-top,2008-11-21,2009-01-13,True,,,60.0,,,,,
60_sessions,component_trade,breadth,2009-02-02,2009-02-18,1168.13,1193.89,2.459625964072365,1.7162124311819849,15334.057436239698,VIX,climax-top,2009-01-30,2009-02-17,True,,,60.0,,,,,
60_sessions,component_trade,breadth,2009-03-09,2011-09-19,1058.85,2277.64,138.53461996330387,-1.9384534511596607,36577.0356304891,VIX,bearish-divergence,2009-03-06,2011-09-16,True,2009-06-02,2009-06-03,60.0,,,,,
60_sessions,tqqq_to_ndx_rotation,breadth,2009-03-09,2009-06-03,,,,,,VIX,,,2009-06-02,,,,60.0,,,,,
60_sessions,component_trade,breadth,2011-10-06,2014-08-08,2181.58,3864.09,79.02827355301976,-2.228053789159201,65483.23540613754,VIX,bearish-divergence,2011-10-05,2014-08-07,True,2011-12-30,2012-01-03,60.0,,,,,
60_sessions,tqqq_to_ndx_rotation,breadth,2011-10-06,2012-01-03,,,,,,VIX,,,2011-12-30,,,,60.0,,,,,
60_sessions,component_trade,breadth,2015-08-25,2018-03-23,4187.28,6683.19,63.31876474018014,-5.120152267046496,106946.41117720811,VIX,bearish-divergence,2015-08-24,2018-03-22,True,2015-11-17,2015-11-18,60.0,,,,,
60_sessions,tqqq_to_ndx_rotation,breadth,2015-08-25,2015-11-18,,,,,,VIX,,,2015-11-17,,,,60.0,,,,,
60_sessions,component_trade,breadth,2018-10-15,2020-02-26,7129.31,8883.01,24.471818303146577,-17.335639892272027,133118.1426022305,MA200-recross,bearish-divergence,2018-10-12,2020-02-25,False,,,60.0,,,,,
60_sessions,component_trade,breadth,2020-03-16,2021-12-01,7502.26,16347.96,141.65402899838554,-7.645169197893686,321685.35492610635,VIX,bearish-divergence,2020-03-13,2021-11-30,True,2020-06-09,2020-06-10,60.0,,,,,
60_sessions,tqqq_to_ndx_rotation,breadth,2020-03-16,2020-06-10,,,,,,VIX,,,2020-06-09,,,,60.0,,,,,
60_sessions,component_trade,breadth,2022-06-14,2022-11-14,11385.18,11728.11,4.534015006240932,-4.713149507019332,336270.6171913354,VIX,climax-top,2022-06-13,2022-11-11,True,2022-09-08,2022-09-09,60.0,,,,,
60_sessions,tqqq_to_ndx_rotation,breadth,2022-06-14,2022-09-09,,,,,,VIX,,,2022-09-08,,,,60.0,,,,,
60_sessions,component_trade,breadth,2023-01-27,2023-05-02,12000.21,13225.48,10.099624529118302,-1.5148861018646542,370232.68692940904,MA200-recross,bearish-divergence,2023-01-26,2023-05-01,False,,,60.0,,,,,
60_sessions,component_trade,breadth,2023-10-30,2024-12-19,14283.98,21358.79,58.61378931517298,0.3692214309396258,587240.0940221169,MA200,bearish-divergence,2023-10-27,2024-12-18,True,2024-01-25,2024-01-26,60.0,,,,,
60_sessions,tqqq_to_ndx_rotation,breadth,2023-10-30,2024-01-26,,,,,,MA200,,,2024-01-25,,,,60.0,,,,,
60_sessions,component_trade,ma200,2003-01-10,2003-01-21,1059.86,1022.94,-3.6454205878775015,-4.117140544390718,2890.637382363675,NDX-above-MA200,NDX-below-MA200,2003-01-09,2003-01-17,,,,,,,,,
60_sessions,component_trade,ma200,2003-03-14,2004-03-24,1034.43,1374.74,32.68495532303346,-1.656970359387211,3835.440919340146,NDX-above-MA200,NDX-below-MA200,2003-03-13,2004-03-23,,,,,,,,,
60_sessions,component_trade,ma200,2004-03-26,2004-05-03,1420.41,1409.06,-0.9501274726991804,-1.4654688274795435,3798.9993414663495,NDX-above-MA200,NDX-below-MA200,2004-03-25,2004-04-30,,,,,,,,,
60_sessions,component_trade,ma200,2004-05-05,2004-05-10,1424.71,1395.21,-2.2205519260654727,-1.424519008447811,3714.640588418204,NDX-above-MA200,NDX-below-MA200,2004-05-04,2004-05-07,,,,,,,,,
60_sessions,component_trade,ma200,2004-05-12,2004-05-18,1412.5,1395.23,-1.374868135177576,-1.0212828639759919,3663.5691786316693,NDX-above-MA200,NDX-below-MA200,2004-05-11,2004-05-14,,,,,,,,,
60_sessions,component_trade,ma200,2004-05-26,2004-07-09,1443.13,1442.43,-0.20295828509936387,-0.9576865930767897,3656.1336614532897,NDX-above-MA200,NDX-below-MA200,2004-05-25,2004-07-08,,,,,,,,,
60_sessions,component_trade,ma200,2004-10-04,2004-10-11,1463.22,1435.54,-2.0439358826211063,-2.329194503614729,3581.404633630257,NDX-above-MA200,NDX-below-MA200,2004-10-01,2004-10-08,,,,,,,,,
60_sessions,component_trade,ma200,2004-10-19,2004-10-25,1463.01,1435.68,-2.0214444351468797,-1.8180817691899498,3509.008528963646,NDX-above-MA200,NDX-below-MA200,2004-10-18,2004-10-22,,,,,,,,,
60_sessions,component_trade,ma200,2004-10-27,2005-03-23,1441.79,1463.43,1.342066897287686,1.4855517791499961,3556.1017708538684,NDX-above-MA200,NDX-below-MA200,2004-10-26,2005-03-22,,,,,,,,,
60_sessions,component_trade,ma200,2005-03-31,2005-04-04,1489.44,1469.42,-1.4985715574630465,-1.475144612689272,3502.8110411614125,NDX-above-MA200,NDX-below-MA200,2005-03-30,2005-04-01,,,,,,,,,
60_sessions,component_trade,ma200,2005-04-06,2005-04-12,1487.15,1477.01,-0.8379836344460267,-0.7060143929024876,3473.4580578909113,NDX-above-MA200,NDX-below-MA200,2005-04-05,2005-04-11,,,,,,,,,
60_sessions,component_trade,ma200,2005-05-18,2005-06-27,1493.03,1497.29,0.1274578123471093,0.3495645284347315,3477.8852515442936,NDX-above-MA200,NDX-below-MA200,2005-05-17,2005-06-24,,,,,,,,,
60_sessions,component_trade,ma200,2005-07-11,2005-10-13,1536.45,1519.36,-1.2683005834433936,-1.1205950062214698,3433.7752126074656,NDX-above-MA200,NDX-below-MA200,2005-07-08,2005-10-12,,,,,,,,,
60_sessions,component_trade,ma200,2005-10-17,2006-05-15,1544.58,1629.25,5.316509401473257,-0.5266960668809273,3616.3321946112,NDX-above-MA200,NDX-below-MA200,2005-10-14,2006-05-12,,,,,,,,,
60_sessions,component_trade,ma200,2006-09-18,2006-09-20,1631.48,1636.02,0.12269289182063048,-0.7648316501629004,3620.7691771586087,NDX-above-MA200,NDX-below-MA200,2006-09-15,2006-09-19,,,,,,,,,
60_sessions,component_trade,ma200,2006-09-22,2008-01-07,1633.15,1971.28,20.522595103827367,-0.7867730871468859,4363.844975031052,NDX-above-MA200,NDX-below-MA200,2006-09-21,2008-01-04,,,,,,,,,
60_sessions,component_trade,ma200,2008-05-02,2008-05-08,1996.31,1960.71,-1.9268577918750807,-2.3687291483050044,4279.759888104317,NDX-above-MA200,NDX-below-MA200,2008-05-01,2008-05-07,,,,,,,,,
60_sessions,component_trade,ma200,2008-05-12,2008-05-22,1969.5,1962.56,-0.4985975131947873,-0.7673311504335034,4258.421111731521,NDX-above-MA200,NDX-below-MA200,2008-05-09,2008-05-21,,,,,,,,,
60_sessions,component_trade,ma200,2008-05-27,2008-06-12,1965.0,1941.68,-1.3321961812112315,-2.1905753076124745,4201.69058830114,NDX-above-MA200,NDX-below-MA200,2008-05-23,2008-06-11,,,,,,,,,
60_sessions,component_trade,ma200,2008-06-16,2008-06-19,1954.04,1947.64,-0.47464744885405974,-0.2739975390981031,4181.747371115028,NDX-above-MA200,NDX-below-MA200,2008-06-13,2008-06-18,,,,,,,,,
60_sessions,component_trade,ma200,2008-08-11,2008-08-20,1921.76,1921.75,-0.14827273223189108,-0.803622780203217,4175.54698003284,NDX-above-MA200,NDX-below-MA200,2008-08-08,2008-08-19,,,,,,,,,
60_sessions,component_trade,ma200,2008-08-25,2008-08-27,1918.45,1887.08,-1.7809726607201148,-1.796589943498439,4101.181629882931,NDX-above-MA200,NDX-below-MA200,2008-08-22,2008-08-26,,,,,,,,,
60_sessions,component_trade,ma200,2008-08-29,2008-09-03,1895.78,1847.54,-2.6901279816624935,-2.5287685352585187,3990.854595278648,NDX-above-MA200,NDX-below-MA200,2008-08-28,2008-09-02,,,,,,,,,
60_sessions,component_trade,ma200,2009-05-01,2009-05-14,1396.22,1348.33,-3.5757279176648726,-4.15869633352397,3848.152493361858,NDX-above-MA200,NDX-below-MA200,2009-04-30,2009-05-13,,,,,,,,,
60_sessions,component_trade,ma200,2009-05-19,2010-05-21,1387.2,1772.34,27.57698618261193,-1.8559958774702179,4909.356974742094,NDX-above-MA200,NDX-below-MA200,2009-05-18,2010-05-20,,,,,,,,,
60_sessions,component_trade,ma200,2010-05-25,2010-05-27,1769.32,1837.65,3.7166215928623236,1.412342921074683,5091.819196136052,NDX-above-MA200,NDX-below-MA200,2010-05-24,2010-05-26,,,,,,,,,
60_sessions,component_trade,ma200,2010-06-01,2010-06-08,1846.6,1799.26,-2.699774217523443,-2.73963258240173,4954.351574275861,NDX-above-MA200,NDX-below-MA200,2010-05-28,2010-06-07,,,,,,,,,
60_sessions,component_trade,ma200,2010-06-11,2010-06-29,1814.25,1805.55,-0.6192594100502546,1.0772883908176212,4923.6712859451845,NDX-above-MA200,NDX-below-MA200,2010-06-10,2010-06-28,,,,,,,,,
60_sessions,component_trade,ma200,2010-07-14,2010-07-19,1847.92,1807.99,-2.298759497778047,-2.5222141791392927,4810.487924620149,NDX-above-MA200,NDX-below-MA200,2010-07-13,2010-07-16,,,,,,,,,
60_sessions,component_trade,ma200,2010-07-23,2010-08-12,1851.81,1808.63,-2.470462919903038,-0.46752584329099456,4691.646604175995,NDX-above-MA200,NDX-below-MA200,2010-07-22,2010-08-11,,,,,,,,,
60_sessions,component_trade,ma200,2010-09-07,2011-06-16,1862.88,2209.75,18.454960343353456,-0.463308425611908,5557.488124426964,NDX-above-MA200,NDX-below-MA200,2010-09-03,2011-06-15,,,,,,,,,
60_sessions,component_trade,ma200,2011-06-22,2011-06-27,2243.21,2217.63,-1.274904930191889,-1.28229123969118,5486.635434333815,NDX-above-MA200,NDX-below-MA200,2011-06-21,2011-06-24,,,,,,,,,
60_sessions,component_trade,ma200,2011-06-29,2011-08-05,2290.5,2227.49,-2.8840613265408543,-3.7506213264164145,5328.397503643907,NDX-above-MA200,NDX-below-MA200,2011-06-28,2011-08-04,,,,,,,,,
60_sessions,component_trade,ma200,2011-09-19,2011-09-22,2277.64,2196.63,-3.6899959138990246,-0.9668152687744569,5131.779853483149,NDX-above-MA200,NDX-below-MA200,2011-09-16,2011-09-21,,,,,,,,,
60_sessions,component_trade,ma200,2011-10-12,2011-11-18,2316.76,2273.64,-1.9979007486779832,-2.045238217055534,5029.251985369903,NDX-above-MA200,NDX-below-MA200,2011-10-11,2011-11-17,,,,,,,,,
60_sessions,component_trade,ma200,2011-12-01,2011-12-09,2294.27,2287.27,-0.4444398778297609,-0.6282982544474347,5006.8999839903745,NDX-above-MA200,NDX-below-MA200,2011-11-30,2011-12-08,,,,,,,,,
60_sessions,component_trade,ma200,2011-12-13,2011-12-15,2308.29,2253.14,-2.5262247375372637,-3.3764153901727267,4880.41443801106,NDX-above-MA200,NDX-below-MA200,2011-12-12,2011-12-14,,,,,,,,,
60_sessions,component_trade,ma200,2011-12-27,2011-12-29,2284.29,2272.56,-0.6537987871035433,-0.8729193253053658,4848.5063476097175,NDX-above-MA200,NDX-below-MA200,2011-12-23,2011-12-28,,,,,,,,,
60_sessions,component_trade,ma200,2012-01-04,2012-11-01,2316.53,2661.05,14.713135901635432,0.4477142094608366,5561.873675732956,NDX-above-MA200,NDX-below-MA200,2012-01-03,2012-10-31,,,,,,,,,
60_sessions,component_trade,ma200,2012-11-06,2012-11-08,2676.15,2620.25,-2.2222498244465094,-2.486432552884277,5438.274947738044,NDX-above-MA200,NDX-below-MA200,2012-11-05,2012-11-07,,,,,,,,,
60_sessions,component_trade,ma200,2012-11-30,2012-12-05,2680.55,2660.68,-0.8770967344434388,-0.5900521501382205,5390.576015761378,NDX-above-MA200,NDX-below-MA200,2012-11-29,2012-12-04,,,,,,,,,
60_sessions,component_trade,ma200,2012-12-12,2012-12-14,2694.4,2635.91,-2.3052599494857606,-1.6157413198670478,5266.309225823446,NDX-above-MA200,NDX-below-MA200,2012-12-11,2012-12-13,,,,,,,,,
