short_window,long_window,ma_window,full_cagr,full_sharpe,full_max_drawdown,full_calmar,train_cagr,train_sharpe,train_max_drawdown,train_calmar,test_cagr,test_sharpe,test_max_drawdown,test_calmar,real_breadth_cagr,real_breadth_sharpe,real_breadth_max_drawdown,real_breadth_calmar,completed_trades,exposure,expectancy,turnover_position_changes_per_year,raw_signal_days,executed_golden_cross_entries,primary_rank,reverse_rank,full_rank
7,28,250,0.18469414492528546,0.9610005918290967,-0.46925215639631745,0.39359253315673176,0.17020732481559486,0.8880457750508988,-0.46925215639631745,0.3627203892310778,0.19941914872371358,1.0356190003108086,-0.25313112277904226,0.7878096795619487,0.18513863680046305,0.9503688504909825,-0.46925215639631745,0.39453976774930377,24,0.8800773694390716,0.22214150162403867,1.9865967365967365,450,13,49,50,38
9,14,200,0.18431115093563188,0.9592425383991536,-0.46925215639631745,0.39277635365828295,0.17020732481559486,0.8880457750508988,-0.46925215639631745,0.3627203892310778,0.19866412406666667,1.032120694844401,-0.260292055786584,0.7632354489894742,0.18465805402670266,0.9482046391405722,-0.46925215639631745,0.3935156216325313,24,0.8803997421018698,0.22223867804470532,1.9865967365967365,450,13,50,66,40
9,14,250,0.18431115093563188,0.9592425383991536,-0.46925215639631745,0.39277635365828295,0.17020732481559486,0.8880457750508988,-0.46925215639631745,0.3627203892310778,0.19866412406666667,1.032120694844401,-0.260292055786584,0.7632354489894742,0.18465805402670266,0.9482046391405722,-0.46925215639631745,0.3935156216325313,24,0.8803997421018698,0.22223867804470532,1.9865967365967365,449,13,51,67,41
9,21,200,0.18477383068911002,0.9613432050776212,-0.46925215639631745,0.3937623475363534,0.17020732481559486,0.8880457750508988,-0.46925215639631745,0.3627203892310778,0.19957626829044228,1.0362958697283258,-0.2531311126591349,0.7884304153444412,0.18523863186298106,0.9507915377775102,-0.46925215639631745,0.3947528622682207,24,0.8799161831076725,0.22223867804470532,1.9865967365967365,422,13,52,42,33
9,21,250,0.18477383068911002,0.9613432050776212,-0.46925215639631745,0.3937623475363534,0.17020732481559486,0.8880457750508988,-0.46925215639631745,0.3627203892310778,0.19957626829044228,1.0362958697283258,-0.2531311126591349,0.7884304153444412,0.18523863186298106,0.9507915377775102,-0.46925215639631745,0.3947528622682207,24,0.8799161831076725,0.22223867804470532,1.9865967365967365,422,13,53,43,34
3,28,100,0.18001498958601658,0.9333668817258349,-0.4692528201817474,0.3836204746010787,0.16964928244353916,0.8761603254960109,-0.4692528201817474,0.36153066139875706,0.19074840205736576,0.9931470785190225,-0.23900499947470988,0.7980937740909041,0.17998987633093266,0.9263386689705686,-0.4692528201817474,0.38356695706425453,23,0.8887814313346228,0.22448290028952664,1.9055111555111555,598,14,54,39,78
11,21,200,0.18492751092643767,0.9618857711796626,-0.46925302391394097,0.39408911930709817,0.16947869615411637,0.8852512922020277,-0.46925302391394097,0.3611669771257522,0.20058727924375752,1.039978554948727,-0.2344715767321196,0.8554865457015526,0.18580311329583354,0.9529352589774612,-0.46925302391394097,0.39595506864524554,23,0.8799161831076725,0.23162889449288424,1.9055111555111555,377,12,55,6,30
11,21,250,0.18492751092643767,0.9618857711796626,-0.46925302391394097,0.39408911930709817,0.16947869615411637,0.8852512922020277,-0.46925302391394097,0.3611669771257522,0.20058727924375752,1.039978554948727,-0.2344715767321196,0.8554865457015526,0.18580311329583354,0.9529352589774612,-0.46925302391394097,0.39595506864524554,23,0.8799161831076725,0.23162889449288424,1.9055111555111555,379,12,56,7,31
3,21,300,0.18236410908989398,0.9472641759003291,-0.46925304657894107,0.3886263721022329,0.16945973854991814,0.8786799660739903,-0.46925304657894107,0.3611265601477782,0.19555269159359812,1.0182950810524074,-0.22986796654908903,0.850717455456488,0.18467660796841678,0.9476977937418407,-0.46925304657894107,0.39355441443543016,23,0.8891038039974211,0.22667752873925126,1.9055111555111555,680,12,57,24,66
3,28,300,0.18236410908989398,0.9472641759003291,-0.46925304657894107,0.3886263721022329,0.16945973854991814,0.8786799660739903,-0.46925304657894107,0.3611265601477782,0.19555269159359812,1.0182950810524074,-0.22986796654908903,0.850717455456488,0.18467660796841678,0.9476977937418407,-0.46925304657894107,0.39355441443543016,23,0.8891038039974211,0.22667752873925126,1.9055111555111555,667,12,58,25,67
5,10,300,0.18230491915609104,0.9470200648891492,-0.46925304657894107,0.3885002356088538,0.16945973854991814,0.8786799660739903,-0.46925304657894107,0.3611265601477782,0.19543613791192227,1.0178130989935352,-0.22986796654908903,0.8502104092445881,0.18460221620559647,0.9473952403642255,-0.46925304657894107,0.39339588213955556,23,0.8884590586718246,0.2266087442481377,1.9055111555111555,595,12,59,33,68
9,28,200,0.18469976263528243,0.960335106896533,-0.4692531310578969,0.39360368724421785,0.16938911324441053,0.8839361382111307,-0.4692531310578969,0.36097598936108355,0.20022499445907727,1.0383043616373855,-0.23447159167558895,0.8539413795429226,0.18557258106444174,0.9518989048964367,-0.4692531310578969,0.39546370345165716,23,0.8815280464216635,0.23138104672786833,1.9055111555111555,392,12,60,18,35
9,28,250,0.18469976263528243,0.960335106896533,-0.4692531310578969,0.39360368724421785,0.16938911324441053,0.8839361382111307,-0.4692531310578969,0.36097598936108355,0.20022499445907727,1.0383043616373855,-0.23447159167558895,0.8539413795429226,0.18557258106444174,0.9518989048964367,-0.4692531310578969,0.39546370345165716,23,0.8815280464216635,0.23138104672786833,1.9055111555111555,396,12,61,19,36
7,21,300,0.18381860667774408,0.9549373198627826,-0.4692531556293309,0.39172588286853155,0.16936858165333968,0.8805325241502565,-0.4692531556293309,0.3609322166969637,0.19850702176719004,1.0314435945418436,-0.26029211804124575,0.7626317049513375,0.18455765156551895,0.9477801369090301,-0.4692531556293309,0.3933008214254896,24,0.8884590586718246,0.22225873593500453,1.9865967365967365,474,13,62,72,55
9,14,300,0.1838982335560928,0.9552788903214413,-0.4692531556293309,0.39189557139889836,0.16936858165333968,0.8805325241502565,-0.4692531556293309,0.3609322166969637,0.19866402185966692,1.0321202520153956,-0.2602921079317877,0.7632349034252277,0.1846575976149547,0.9482027447297715,-0.4692531556293309,0.39351381104151406,24,0.8882978723404256,0.22235591235567118,1.9865967365967365,460,13,63,68,49
3,21,150,0.1822418598712905,0.9451222043068515,-0.469253344239709,0.388365606997562,0.16921113673969668,0.8747389277114783,-0.469253344239709,0.36059654942652564,0.1955526608502718,1.0182949463159863,-0.22986796654908903,0.8507173217130752,0.184676471201213,0.9476972268271009,-0.469253344239709,0.39355387333558267,23,0.8845905867182463,0.22670774916050818,1.9055111555111555,662,13,64,26,71
3,21,200,0.1822418598712905,0.9451222043068515,-0.469253344239709,0.388365606997562,0.16921113673969668,0.8747389277114783,-0.469253344239709,0.36059654942652564,0.1955526608502718,1.0182949463159863,-0.22986796654908903,0.8507173217130752,0.184676471201213,0.9476972268271009,-0.469253344239709,0.39355387333558267,23,0.8845905867182463,0.22670774916050818,1.9055111555111555,654,13,65,27,72
