selection,entry_date,exit_date,entry_price,exit_price,return_pct,max_drawdown_pct,accumulated,buy_trigger,sell_reason,cooldown_until,short_window,long_window,ma_window,signal_date,short_rsi_on_signal,long_rsi_on_signal,ma_value_on_signal,ndx_close_on_signal,selected_signal_on_signal_date,open_trade,current_date,current_price
primary_train_2002_2013,2009-02-02,2009-02-18,1168.13,1193.89,2.1030798495609764,0.0,21052.865985898494,VIX,climax-top,2009-03-05,3,10,100,,,,,,,,,
primary_train_2002_2013,2009-03-09,2011-09-19,1058.85,2277.64,114.8900692497403,0.0,45237.36939545979,VIX,bearish-divergence,2011-10-04,3,10,100,,,,,,,,,
primary_train_2002_2013,2011-10-06,2014-08-08,2181.58,3864.09,76.9464260343174,-1.4072369567010983,80043.13891294785,VIX,bearish-divergence,2014-08-23,3,10,100,,,,,,,,,
primary_train_2002_2013,2014-09-02,2014-10-02,4093.12,3984.8,-2.743696949898886,-2.647857868814013,77845.02518895947,RSI-golden-cross,bearish-divergence,2014-10-17,3,10,100,2014-08-29,84.23102352243772,76.96597039947783,3787.2926,4082.56,True,,,
primary_train_2002_2013,2014-11-19,2018-03-23,4233.7,6683.19,57.699179203180165,-6.7529584051774965,122758.38878170589,RSI-golden-cross,bearish-divergence,2018-04-07,3,10,100,2014-11-18,84.7194216666601,76.12804550323999,4007.2427000000002,4242.19,True,,,
primary_train_2002_2013,2018-05-24,2020-02-26,6951.52,8883.01,27.657424984540917,-15.135826409188208,156707.92149698743,RSI-golden-cross,bearish-divergence,2020-03-12,3,10,100,2018-05-23,73.73054322393479,62.910597489853316,6753.5695000000005,6953.63,True,,,
primary_train_2002_2013,2020-03-16,2021-12-01,7502.26,16347.96,117.6893390777586,-6.770893037564683,341133.26169589395,VIX,bearish-divergence,2021-12-16,3,10,100,,,,,,,,,
primary_train_2002_2013,2021-12-22,2022-03-21,15963.54,14377.15,-10.027600175258678,-18.27226291912697,306923.8824242126,RSI-golden-cross,climax-top,2022-04-05,3,10,100,2021-12-21,58.22214212340422,49.06018976217711,15546.179199999999,15986.28,True,,,
primary_train_2002_2013,2022-06-14,2022-11-14,11385.18,11728.11,2.909112997110624,-6.100737976913847,315850.61588792194,VIX,climax-top,2022-11-29,3,10,100,,,,,,,,,
primary_train_2002_2013,2022-12-01,2023-05-02,12030.24,13225.48,9.82541603023118,-11.22920240992698,346882.1546787974,RSI-golden-cross,bearish-divergence,2023-05-17,3,10,100,2022-11-30,76.91958007907594,62.88181660931774,11973.0923,12030.06,True,,,
primary_train_2002_2013,2023-05-26,2023-06-01,13990.55,14269.09,1.8889753510727803,0.0,353432.6541881965,RSI-golden-cross,bearish-divergence,2023-06-16,3,10,100,2023-05-25,75.17194351631422,69.93000506228834,12536.9764,13938.53,True,,,
primary_train_2002_2013,2023-07-03,2024-12-19,15190.54,21358.79,40.465328316557354,-7.116073556305445,496447.9334300899,RSI-golden-cross,bearish-divergence,2025-01-03,3,10,100,2023-06-30,79.05809894714903,66.00427322499338,13274.449499999999,15179.21,True,,,
primary_train_2002_2013,2025-01-16,,21324.97,,36.42271638988631,-19.85733156951686,677266.3920196192,RSI-golden-cross,,,3,10,100,2025-01-15,71.31462927675629,51.29859494090831,20449.458700000003,21237.85,True,True,2026-09-02,29121.21
reverse_train_2014_plus,2002-07-24,2002-08-15,875.48,975.09,11.266436389334928,-2.1017042079773356,11124.5309745696,VIX,climax-top,2002-08-30,11,28,150,,,,,,,,,
reverse_train_2014_plus,2002-10-10,2002-11-12,809.46,982.45,21.249727099487348,0.0,13486.250950492586,VIX,climax-top,2002-11-27,11,28,150,,,,,,,,,
reverse_train_2014_plus,2003-01-06,2003-03-18,1034.02,1075.3,3.888245622068171,-7.941819307170074,14008.59063020002,RSI-golden-cross,climax-top,2003-04-02,11,28,150,2003-01-03,52.011683031808374,51.406339956338144,990.0515999999999,1031.63,True,,,
reverse_train_2014_plus,2003-04-15,2003-07-21,1044.33,1256.12,20.159768248171275,0.0,16830.4884384009,RSI-golden-cross,climax-top,2003-08-05,11,28,150,2003-04-14,52.95612619766172,52.503731749286565,997.5464,1048.31,True,,,
reverse_train_2014_plus,2003-08-19,2004-06-14,1291.37,1470.62,13.766783721360165,0.0,19145.367713126863,RSI-golden-cross,bearish-divergence,2004-06-29,11,28,150,2003-08-18,63.137669899549415,57.449037007219054,1122.4309333333333,1284.81,True,,,
reverse_train_2014_plus,2004-10-12,2007-07-27,1424.22,1988.85,39.5052831674907,-1.219614947128963,26706.40438882329,RSI-golden-cross,bearish-divergence,2007-08-11,11,28,150,2004-10-11,54.45452315751487,53.659953772488294,1423.673,1437.73,True,,,
reverse_train_2014_plus,2007-08-23,2007-09-04,1942.12,1989.28,2.325897171283385,-2.2078965254464133,27325.54463408272,RSI-golden-cross,bearish-divergence,2007-09-19,11,28,150,2007-08-22,51.44334593694349,50.05433388412316,1870.2901999999997,1936.77,True,,,
reverse_train_2014_plus,2007-10-24,2008-03-11,2187.03,1704.05,-22.1617078138297,-23.502192471068078,21267.958890817823,RSI-golden-cross,trailing-stop,2008-03-26,11,28,150,2007-10-23,64.80905463516629,62.65476842880796,1951.1885333333332,2205.18,True,,,
reverse_train_2014_plus,2008-05-02,2008-09-30,1996.31,1540.51,-22.909254581199058,-25.0542250452084,16393.85713684142,MA200-recross,trailing-stop,2008-10-15,11,28,150,,,,,,,,,
reverse_train_2014_plus,2008-10-17,2008-11-05,1291.58,1359.82,5.178220440872035,-9.430310162746402,17240.715415944294,VIX,climax-top,2008-11-20,11,28,150,,,,,,,,,
reverse_train_2014_plus,2008-11-24,2009-01-14,1106.02,1183.79,6.924540387985798,-1.343556174391051,18432.48647269517,VIX,climax-top,2009-01-29,11,28,150,,,,,,,,,
reverse_train_2014_plus,2009-02-02,2009-02-18,1168.13,1193.89,2.1030798495609764,0.0,18818.11535067698,VIX,climax-top,2009-03-05,11,28,150,,,,,,,,,
reverse_train_2014_plus,2009-03-09,2011-09-19,1058.85,2277.64,114.8900692497403,0.0,40435.11220787327,VIX,bearish-divergence,2011-10-04,11,28,150,,,,,,,,,
reverse_train_2014_plus,2011-10-06,2014-08-08,2181.58,3864.09,76.9464260343174,-1.4072369567010983,71545.71645053738,VIX,bearish-divergence,2014-08-23,11,28,150,,,,,,,,,
reverse_train_2014_plus,2014-09-11,2014-10-02,4077.69,3984.8,-2.375678597335777,-2.279476860673574,69844.0439342974,RSI-golden-cross,bearish-divergence,2014-10-17,11,28,150,2014-09-10,64.45227152840808,63.70678416831588,3760.3563999999997,4094.97,True,,,
reverse_train_2014_plus,2014-10-22,2018-03-23,3980.49,6683.19,67.73086102276447,-0.8212556745526204,117147.33895550472,RSI-golden-cross,bearish-divergence,2018-04-07,11,28,150,2014-10-21,54.55838929249089,50.70721181482954,3822.2727333333337,3971.39,True,,,
reverse_train_2014_plus,2018-04-11,2020-02-26,6578.84,8883.01,34.88899911360298,-10.328416559758253,158016.52411530912,RSI-golden-cross,bearish-divergence,2020-03-12,11,28,150,2018-04-10,48.75328120089882,48.45574574959987,6447.743600000001,6615.87,True,,,
reverse_train_2014_plus,2020-03-16,2021-12-01,7502.26,16347.96,117.6893390777586,-6.770893037564683,343981.9500868727,VIX,bearish-divergence,2021-12-16,11,28,150,,,,,,,,,
reverse_train_2014_plus,2021-12-27,2022-03-21,16361.07,14377.15,-12.213687521766541,-20.25802713392217,301967.1917088583,RSI-golden-cross,climax-top,2022-04-05,11,28,150,2021-12-23,55.719684288953296,54.567548044124656,15178.096666666666,16308.21,True,,,
reverse_train_2014_plus,2022-06-14,2022-11-14,11385.18,11728.11,2.909112997110624,-6.100737976913847,310749.7294387407,VIX,climax-top,2022-11-29,11,28,150,,,,,,,,,
reverse_train_2014_plus,2023-01-27,2023-05-02,12000.21,13225.48,10.100249324264201,-1.4160585523086553,342134.1258840367,MA200-recross,bearish-divergence,2023-05-17,11,28,150,,,,,,,,,
reverse_train_2014_plus,2023-05-26,2023-06-01,13990.55,14269.09,1.8889753510727803,0.0,348594.9362998409,RSI-golden-cross,bearish-divergence,2023-06-16,11,28,150,2023-05-25,69.45881209858939,63.78861367547792,12159.947,13938.53,True,,,
reverse_train_2014_plus,2023-06-23,2024-12-19,14879.23,21358.79,43.40420763747838,-5.172713910598867,499897.372223083,RSI-golden-cross,bearish-divergence,2025-01-03,11,28,150,2023-06-22,67.93950178745845,67.29497994439447,12570.341,15042.32,True,,,
reverse_train_2014_plus,2025-01-21,,21557.82,,34.94918940471876,-20.72296735013094,674606.1021786461,RSI-golden-cross,,,11,28,150,2025-01-17,55.26447640580366,54.052992509397946,20155.769800000002,21441.15,True,True,2026-09-02,29121.21
full_history_descriptive,2002-07-24,2002-08-15,875.48,975.09,11.266436389334928,-2.1017042079773356,11124.5309745696,VIX,climax-top,2002-08-30,3,10,100,,,,,,,,,
full_history_descriptive,2002-10-10,2002-11-12,809.46,982.45,21.249727099487348,0.0,13486.250950492586,VIX,climax-top,2002-11-27,3,10,100,,,,,,,,,
full_history_descriptive,2002-12-17,2003-03-18,1038.96,1075.3,3.394282492233517,-8.379533379533385,13941.978462538911,RSI-golden-cross,climax-top,2003-04-02,3,10,100,2002-12-16,57.872200296304044,48.197225419134575,965.457,1042.44,True,,,
full_history_descriptive,2003-04-15,2003-07-21,1044.33,1256.12,20.159768248171275,0.0,16750.447412114227,RSI-golden-cross,climax-top,2003-08-05,3,10,100,2003-04-14,65.96298057692817,52.98413999276881,1029.5542,1048.31,True,,,
full_history_descriptive,2003-08-12,2004-06-14,1227.5,1470.62,19.68636374277219,0.0,20045.804554567378,RSI-golden-cross,bearish-divergence,2004-06-29,3,10,100,2003-08-11,47.59811163222297,40.87137824384374,1170.0647,1223.14,True,,,
full_history_descriptive,2004-09-20,2007-07-27,1417.39,1988.85,40.177519520247486,-2.2463824353212694,28097.30981727414,RSI-golden-cross,bearish-divergence,2007-08-11,3,10,100,2004-09-17,67.67512545895792,63.25971078586805,1415.7828999999997,1426.3,True,,,
full_history_descriptive,2007-08-30,2007-09-04,1942.79,1989.28,2.290608565152634,0.0,28738.886296440443,RSI-golden-cross,bearish-divergence,2007-09-19,3,10,100,2007-08-29,63.482899192501215,54.6433628568654,1921.7875,1954.85,True,,,
full_history_descriptive,2007-10-08,2008-03-11,2151.11,1704.05,-20.86193632128527,-22.22480486818434,22741.606757193673,RSI-golden-cross,trailing-stop,2008-03-26,3,10,100,2007-10-05,88.62791089655948,77.7326367812938,1967.3015,2149.67,True,,,
full_history_descriptive,2008-04-24,2008-09-30,1908.13,1540.51,-19.34667659593083,-21.590772117203755,18340.05511192702,RSI-golden-cross,trailing-stop,2008-10-15,3,10,100,2008-04-23,69.01212388560408,63.311918269668475,1877.4942999999998,1906.66,True,,,
full_history_descriptive,2008-10-17,2008-11-05,1291.58,1359.82,5.178220440872035,-9.430310162746402,19287.691812395613,VIX,climax-top,2008-11-20,3,10,100,,,,,,,,,
full_history_descriptive,2008-11-24,2009-01-14,1106.02,1183.79,6.924540387985798,-1.343556174391051,20621.2065764513,VIX,climax-top,2009-01-29,3,10,100,,,,,,,,,
full_history_descriptive,2009-02-02,2009-02-18,1168.13,1193.89,2.1030798495609764,0.0,21052.865985898494,VIX,climax-top,2009-03-05,3,10,100,,,,,,,,,
full_history_descriptive,2009-03-09,2011-09-19,1058.85,2277.64,114.8900692497403,0.0,45237.36939545979,VIX,bearish-divergence,2011-10-04,3,10,100,,,,,,,,,
full_history_descriptive,2011-10-06,2014-08-08,2181.58,3864.09,76.9464260343174,-1.4072369567010983,80043.13891294785,VIX,bearish-divergence,2014-08-23,3,10,100,,,,,,,,,
full_history_descriptive,2014-09-02,2014-10-02,4093.12,3984.8,-2.743696949898886,-2.647857868814013,77845.02518895947,RSI-golden-cross,bearish-divergence,2014-10-17,3,10,100,2014-08-29,84.23102352243772,76.96597039947783,3787.2926,4082.56,True,,,
full_history_descriptive,2014-11-19,2018-03-23,4233.7,6683.19,57.699179203180165,-6.7529584051774965,122758.38878170589,RSI-golden-cross,bearish-divergence,2018-04-07,3,10,100,2014-11-18,84.7194216666601,76.12804550323999,4007.2427000000002,4242.19,True,,,
full_history_descriptive,2018-05-24,2020-02-26,6951.52,8883.01,27.657424984540917,-15.135826409188208,156707.92149698743,RSI-golden-cross,bearish-divergence,2020-03-12,3,10,100,2018-05-23,73.73054322393479,62.910597489853316,6753.5695000000005,6953.63,True,,,
full_history_descriptive,2020-03-16,2021-12-01,7502.26,16347.96,117.6893390777586,-6.770893037564683,341133.26169589395,VIX,bearish-divergence,2021-12-16,3,10,100,,,,,,,,,
full_history_descriptive,2021-12-22,2022-03-21,15963.54,14377.15,-10.027600175258678,-18.27226291912697,306923.8824242126,RSI-golden-cross,climax-top,2022-04-05,3,10,100,2021-12-21,58.22214212340422,49.06018976217711,15546.179199999999,15986.28,True,,,
full_history_descriptive,2022-06-14,2022-11-14,11385.18,11728.11,2.909112997110624,-6.100737976913847,315850.61588792194,VIX,climax-top,2022-11-29,3,10,100,,,,,,,,,
full_history_descriptive,2022-12-01,2023-05-02,12030.24,13225.48,9.82541603023118,-11.22920240992698,346882.1546787974,RSI-golden-cross,bearish-divergence,2023-05-17,3,10,100,2022-11-30,76.91958007907594,62.88181660931774,11973.0923,12030.06,True,,,
full_history_descriptive,2023-05-26,2023-06-01,13990.55,14269.09,1.8889753510727803,0.0,353432.6541881965,RSI-golden-cross,bearish-divergence,2023-06-16,3,10,100,2023-05-25,75.17194351631422,69.93000506228834,12536.9764,13938.53,True,,,
full_history_descriptive,2023-07-03,2024-12-19,15190.54,21358.79,40.465328316557354,-7.116073556305445,496447.9334300899,RSI-golden-cross,bearish-divergence,2025-01-03,3,10,100,2023-06-30,79.05809894714903,66.00427322499338,13274.449499999999,15179.21,True,,,
full_history_descriptive,2025-01-16,,21324.97,,36.42271638988631,-19.85733156951686,677266.3920196192,RSI-golden-cross,,,3,10,100,2025-01-15,71.31462927675629,51.29859494090831,20449.458700000003,21237.85,True,True,2026-09-02,29121.21
