variant,entry_date,exit_date,entry_price,exit_price,return_pct,max_drawdown_pct,accumulated,buy_trigger,sell_reason,signal_date,cooldown_until
rsi_9_14,2018-12-24,2019-01-04,5994.08,6250.05,4.166161837400735,0.0,16391.89919285401,VIX,rsi-death-cross,2019-01-03,2019-01-19
rsi_9_14,2019-02-19,2019-03-07,7033.37,7089.63,0.6991515168899062,0.0,16504.496413192745,MA200-recross,rsi-death-cross,2019-03-06,2019-03-22
rsi_9_14,2019-06-05,2019-06-26,7230.81,7642.92,5.593714944110353,0.0,17425.654958358224,MA200-recross,rsi-death-cross,2019-06-25,2019-07-11
rsi_9_14,2020-03-02,2020-03-04,8569.91,8745.64,1.9485470749947709,0.0,17763.182562877242,VIX+MA200,bearish-divergence,2020-03-03,2020-03-19
rsi_9_14,2020-03-23,2020-05-04,6952.71,8683.94,24.775237278702853,0.0,22161.805438706462,VIX,rsi-death-cross,2020-05-01,2020-05-19
rsi_9_14,2022-02-03,2022-02-14,14693.85,14233.4,-3.2304418981857776,-2.9945181147214663,21443.913494839057,MA200-recross,rsi-death-cross,2022-02-11,2022-03-01
rsi_9_14,2022-03-30,2022-04-06,15177.15,14600.3,-3.896930606195828,-2.3489917408736174,20606.298035998578,MA200-recross,rsi-death-cross,2022-04-05,2022-04-21
rsi_9_14,2022-06-14,2022-07-01,11385.18,11472.63,0.6673860531697867,-2.2626783239263726,20741.8149213049,VIX,rsi-death-cross,2022-06-30,2022-07-16
rsi_9_14,2022-09-27,2022-10-10,11411.34,11048.51,-3.2763285337720784,-3.8568651884879497,20060.27768390133,VIX,rsi-death-cross,2022-10-07,2022-10-25
rsi_9_14,2023-01-27,2023-02-09,12000.21,12677.54,5.538726368973569,-0.7318205264741177,21169.306186405203,MA200-recross,rsi-death-cross,2023-02-08,2023-02-24
rsi_9_14,2023-10-30,2023-12-05,14283.98,15763.66,10.24871371908289,0.0,23336.785286628787,MA200,rsi-death-cross,2023-12-04,2023-12-20
rsi_9_14,2025-04-07,2025-04-22,16771.77,18033.9,7.417852215024305,0.0,25065.7993524063,VIX,rsi-death-cross,2025-04-21,2025-05-07
rsi_9_14,2025-05-13,2025-05-27,20906.92,21201.45,1.307409917038416,0.0,25391.49902482544,MA200-recross,rsi-death-cross,2025-05-23,2025-06-11
rsi_9_14,2026-04-09,2026-05-18,24918.28,29246.2,17.251144203340317,0.0,29769.650625545797,MA200-recross,rsi-death-cross,2026-05-15,2026-06-02
