features,feature_count,threshold,completed_trades_full,early_cagr,early_sharpe,early_max_drawdown,early_round_trips_per_year,early_evaluable_crashes,early_protected_crashes,early_resolved_vector_exits,early_true_vector_exits,early_false_vector_exits,early_precision,late_cagr,late_sharpe,late_max_drawdown,late_round_trips_per_year,late_evaluable_crashes,late_protected_crashes,late_resolved_vector_exits,late_true_vector_exits,late_false_vector_exits,late_precision,early_guardrails_pass,late_guardrails_pass
breadth_fall_60_points,1,0.2,34,0.0834597581742175,0.5785274380807855,-0.4692939228914462,1.6674275279616526,1,0,14,1,13,0.0714285714285714,0.0425579823334281,0.3852822287118171,-0.3320299406603175,1.113809627532128,2,0,12,0,12,0.0,False,False
breadth_fall_60_points,1,0.25,29,0.0923268648109711,0.6153340768695751,-0.4692860855397914,1.58405615156357,1,0,11,0,11,0.0,0.0745666282132009,0.6269285617923287,-0.2526132529661795,0.7955783053800914,2,0,7,0,7,0.0,False,False
breadth_fall_60_points,1,0.3,15,0.115213317295628,0.6921421905189723,-0.4692860855397914,0.9170851403789088,1,0,3,0,3,0.0,0.1839138606911623,0.9742437653976348,-0.2526132529661795,0.3182313221520366,2,0,2,0,2,0.0,False,False
breadth_fall_60_points,1,0.35,12,0.1413736215584475,0.7973958329040435,-0.4692860855397914,0.7503423875827436,1,0,1,0,1,0.0,0.1929188661783605,0.9853833429776072,-0.2526132529661796,0.2386734916140274,2,0,0,0,0,,False,False
breadth_fall_60_points,1,0.4,11,0.1436447398754936,0.783740955959044,-0.4692825611637333,0.6669710111846611,1,0,0,0,0,,0.1929189551513848,0.9853836999442618,-0.2526132529661797,0.2386734916140274,2,0,0,0,0,,False,False
breadth_fall_60_points,1,0.45,11,0.1436447398754936,0.783740955959044,-0.4692825611637333,0.6669710111846611,1,0,0,0,0,,0.1929189551513848,0.9853836999442618,-0.2526132529661797,0.2386734916140274,2,0,0,0,0,,False,False
breadth_fall_60_points,1,0.5,11,0.1436447398754936,0.783740955959044,-0.4692825611637333,0.6669710111846611,1,0,0,0,0,,0.1929189551513848,0.9853836999442618,-0.2526132529661797,0.2386734916140274,2,0,0,0,0,,False,False
ndx_return_60_pct,1,0.1,55,0.0652760276536668,0.5961859097331259,-0.1835453038853427,2.917998173932892,1,0,32,8,24,0.25,0.0149142520250964,0.2788456688250835,-0.1537053211699028,1.5911566107601829,2,1,19,1,18,0.0526315789473684,False,False
ndx_return_60_pct,1,0.15,49,0.0740645440299498,0.5648706719414925,-0.275106659841247,2.5845126683405617,1,0,28,7,21,0.25,0.0350738225764009,0.4349144571897508,-0.2327752130350263,1.4320409496841646,2,0,17,0,17,0.0,False,False
ndx_return_60_pct,1,0.2,45,0.0551869027945337,0.428736948515396,-0.4318226782289069,2.251027162748231,1,0,24,6,18,0.25,0.0401383126242764,0.4402873883946887,-0.3288228190347347,1.4320409496841646,2,1,17,1,16,0.0588235294117647,False,False
ndx_return_60_pct,1,0.25,36,0.0782633933752179,0.5230408712019086,-0.4818536674923026,1.9175416571559003,1,0,17,2,15,0.1176470588235294,0.1110384443347103,0.7853809788124425,-0.2526132529661796,1.034251796994119,2,1,13,1,12,0.0769230769230769,False,False
ndx_return_60_pct,1,0.3,24,0.1173662108586826,0.6900324307213563,-0.4701268089055654,1.2505706459712391,1,0,9,1,8,0.1111111111111111,0.1115722440870854,0.6912381907734219,-0.3893210775216668,0.7160204748420823,2,0,8,0,8,0.0,False,False
ndx_return_60_pct,1,0.35,15,0.1453134543274084,0.8013628574344454,-0.4692825611637333,0.8337137639808263,1,0,3,1,2,0.3333333333333333,0.144700803485704,0.7848615068811935,-0.4399581821461669,0.3977891526900457,2,0,4,0,4,0.0,False,False
ndx_return_60_pct,1,0.4,14,0.1379302938263678,0.7591978998595016,-0.4692825611637333,0.7503423875827436,1,0,2,1,1,0.5,0.1726116461690643,0.9250904997881486,-0.2526132529661795,0.3977891526900457,2,0,3,0,3,0.0,False,False
ndx_return_60_pct,1,0.45,13,0.1436447398754936,0.783740955959044,-0.4692825611637333,0.6669710111846611,1,0,0,0,0,,0.1775492710937598,0.9434341646348294,-0.2526132529661796,0.3977891526900457,2,0,2,0,2,0.0,False,False
ndx_return_60_pct,1,0.5,11,0.1436447398754936,0.783740955959044,-0.4692825611637333,0.6669710111846611,1,0,0,0,0,,0.1929189551513848,0.9853836999442618,-0.2526132529661797,0.2386734916140274,2,0,0,0,0,,False,False
spx_daily_change_pct,1,0.1,59,0.061462171774417,0.6817368067078403,-0.1730972851359877,3.16811230312714,1,1,35,8,27,0.2285714285714285,0.0243196429739391,0.4852403892459196,-0.0973661131162215,1.670714441298192,2,2,20,3,17,0.15,False,False
spx_daily_change_pct,1,0.15,56,0.0258076806397133,0.2811435008461614,-0.3258621243999852,3.0013695503309745,1,1,33,7,26,0.2121212121212121,0.0308687960301934,0.5702439291272814,-0.0994664513895721,1.5911566107601829,2,2,19,2,17,0.1052631578947368,False,False
spx_daily_change_pct,1,0.2,55,0.026233164849726,0.2875871845995372,-0.2104784400902344,2.917998173932892,1,1,32,8,24,0.25,0.0426673066518861,0.6081666543064446,-0.0750043884204941,1.5911566107601829,2,2,19,2,17,0.1052631578947368,False,False
spx_daily_change_pct,1,0.25,49,0.0184711237019836,0.212040791958006,-0.3341433458978858,2.5845126683405617,1,0,25,3,22,0.12,0.0761258737743062,0.8975865234409783,-0.1131187908912414,1.4320409496841646,2,2,18,2,16,0.1111111111111111,False,False
spx_daily_change_pct,1,0.3,38,0.0523494644135804,0.4371628675826434,-0.3341316025777882,2.251027162748231,1,0,21,2,19,0.0952380952380952,0.1582746491509947,0.9371527686777216,-0.2293151030862749,0.8751361359181006,2,2,10,2,8,0.2,False,False
spx_daily_change_pct,1,0.35,25,0.0748077065577363,0.5219415038331155,-0.4849387737893355,1.58405615156357,1,0,11,1,10,0.0909090909090909,0.1895177061400019,1.0050668479674194,-0.229315103086275,0.4773469832280549,2,0,4,0,4,0.0,False,False
spx_daily_change_pct,1,0.4,19,0.0968672843472184,0.6184139433493242,-0.4692961338892384,1.333942022369322,1,0,8,0,8,0.0,0.2017174757289084,1.0339565854529926,-0.229867966549089,0.2386734916140274,2,0,1,0,1,0.0,False,False
spx_daily_change_pct,1,0.45,14,0.1062033795015373,0.639126141210245,-0.4692825611637333,0.9170851403789088,1,0,3,0,3,0.0,0.2017180227070112,1.0339588582871555,-0.229867966549089,0.2386734916140274,2,0,1,0,1,0.0,False,False
spx_daily_change_pct,1,0.5,11,0.1436447398754936,0.783740955959044,-0.4692825611637333,0.6669710111846611,1,0,0,0,0,,0.1929189551513848,0.9853836999442618,-0.2526132529661797,0.2386734916140274,2,0,0,0,0,,False,False
spx_drawdown_252_pct,1,0.1,54,0.0373477739506695,0.358751419912607,-0.3692309270729738,2.751255421136727,1,1,28,4,24,0.1428571428571428,0.0295561875562031,0.4387772033605349,-0.1773712439833951,1.670714441298192,2,1,20,1,19,0.05,False,False
spx_drawdown_252_pct,1,0.15,47,0.0644615764376603,0.5261086219972491,-0.3270818493194714,2.5011412919424787,1,1,23,3,20,0.1304347826086956,0.0717245382011073,0.648431834120386,-0.3248580037917146,1.3524831191461557,2,1,17,1,16,0.0588235294117647,False,False
spx_drawdown_252_pct,1,0.2,45,0.0607500507926392,0.4974615710436151,-0.3375710555317854,2.5011412919424787,1,1,23,3,20,0.1304347826086956,0.0765226557829088,0.658036310034357,-0.3277737813641619,1.1933674580701372,2,1,15,1,14,0.0666666666666666,False,False
spx_drawdown_252_pct,1,0.25,40,0.098592771135533,0.712454613670335,-0.3375287408826096,2.1676557863501484,1,1,19,3,16,0.1578947368421052,0.0903221099693201,0.6820562238177971,-0.3119815399952773,1.113809627532128,2,1,14,1,13,0.0714285714285714,False,False
spx_drawdown_252_pct,1,0.3,33,0.1198953119636294,0.820371286057057,-0.329920102669501,2.0009130335539833,1,1,17,2,15,0.1176470588235294,0.137709852203899,0.7758542124730364,-0.3429378901087199,0.7160204748420823,2,0,8,0,8,0.0,False,False
spx_drawdown_252_pct,1,0.35,25,0.0951415633719436,0.6443005573566228,-0.3270688535654587,1.8341702807578175,1,1,15,2,13,0.1333333333333333,0.1929164415112974,0.9853736149015956,-0.2526132529661796,0.2386734916140274,2,0,0,0,0,,False,False
spx_drawdown_252_pct,1,0.4,19,0.1081383706885046,0.6783467251915576,-0.3851148269438537,1.333942022369322,1,1,9,1,8,0.1111111111111111,0.192917259754652,0.9853768978259256,-0.2526132529661796,0.2386734916140274,2,0,0,0,0,,False,False
spx_drawdown_252_pct,1,0.45,14,0.1147364403433282,0.6810553447403223,-0.4692825611637333,0.9170851403789088,1,0,3,0,3,0.0,0.1929176297106094,0.9853783821399492,-0.2526132529661796,0.2386734916140274,2,0,0,0,0,,False,False
spx_drawdown_252_pct,1,0.5,13,0.1315808291887716,0.7461287259742592,-0.4692825611637333,0.8337137639808263,1,0,2,0,2,0.0,0.1929184549988927,0.9853816932895876,-0.2526132529661797,0.2386734916140274,2,0,0,0,0,,False,False
vix,1,0.1,52,0.0357247204361867,0.3337731431698769,-0.3270888083432721,2.5011412919424787,1,1,23,3,20,0.1304347826086956,0.0290270464567827,0.5299964763762779,-0.1020726285224213,1.7502722718362012,2,2,21,2,19,0.0952380952380952,False,False
vix,1,0.15,51,0.0503436191027373,0.4336574240063984,-0.3270881554473718,2.5011412919424787,1,1,23,3,20,0.1304347826086956,0.0543461180928466,0.7405910331467157,-0.1161615411745525,1.670714441298192,2,2,20,2,18,0.1,False,False
vix,1,0.2,50,0.049078680976208,0.4217773609022123,-0.3270901088747238,2.417769915544396,1,1,22,3,19,0.1363636363636363,0.0681165846458722,0.7993536399780692,-0.1105964645737236,1.670714441298192,2,2,20,2,18,0.1,False,False
vix,1,0.25,41,0.0576653848161576,0.4645661401242623,-0.3270692660762195,1.8341702807578175,1,1,15,1,14,0.0666666666666666,0.0689086675173404,0.7300842850907132,-0.154916840613234,1.5115987802221738,2,2,19,2,17,0.1052631578947368,False,False
vix,1,0.3,36,0.0787194862621794,0.5852069008923922,-0.3270651559299579,1.7507989043597352,1,1,14,1,13,0.0714285714285714,0.0784354362607655,0.7006757426185818,-0.1358141905977061,1.1933674580701372,2,0,13,0,13,0.0,False,False
vix,1,0.35,32,0.0981282529165716,0.6632137737481916,-0.3336594070313071,1.58405615156357,1,1,12,1,11,0.0833333333333333,0.0865334994469462,0.6700889263794466,-0.2177903561671098,1.034251796994119,2,0,11,0,11,0.0,False,False
vix,1,0.4,27,0.1086509982752259,0.669501443849184,-0.3218547791763149,1.2505706459712391,1,0,8,0,8,0.0,0.1040591280090288,0.7575617448001901,-0.2177903561671098,0.9546939664561098,2,0,10,0,10,0.0,False,False
vix,1,0.45,17,0.0977368280378676,0.6068429115917161,-0.4692825611637333,0.9170851403789088,1,0,3,0,3,0.0,0.1619968790813359,0.909876333301837,-0.229867966549089,0.4773469832280549,2,0,4,0,4,0.0,False,False
vix,1,0.5,13,0.1240022290877966,0.720108277921075,-0.4692825611637333,0.8337137639808263,1,0,2,0,2,0.0,0.1929181035061897,0.9853802830646312,-0.2526132529661797,0.2386734916140274,2,0,0,0,0,,False,False
breadth_fall_60_points|spx_drawdown_252_pct,2,0.1,46,0.0698100033981949,0.5449965229440216,-0.3279049115296152,2.3343985391463136,1,1,23,5,18,0.217391304347826,0.0263885109553707,0.3025274057101714,-0.3285538670342305,1.4320409496841646,2,0,17,0,17,0.0,False,False
breadth_fall_60_points|spx_drawdown_252_pct,2,0.15,41,0.06800467675517,0.529384120139331,-0.3687463693742128,2.1676557863501484,1,1,21,4,17,0.1904761904761904,0.0676713869802945,0.5978083599990959,-0.2727988475122158,1.1933674580701372,2,0,12,0,12,0.0,False,False
breadth_fall_60_points|spx_drawdown_252_pct,2,0.2,38,0.078236661244748,0.562626224803782,-0.3374947112823866,2.084284409952066,1,1,19,3,16,0.1578947368421052,0.1168167245228704,0.8296821142611738,-0.2526132529661796,1.034251796994119,2,0,10,0,10,0.0,False,False
breadth_fall_60_points|spx_drawdown_252_pct,2,0.25,34,0.0942985378338525,0.6391859452353116,-0.3368281693976672,1.8341702807578175,1,0,15,1,14,0.0666666666666666,0.112789358012961,0.7853835827418255,-0.2526132529661796,0.9546939664561098,2,0,10,0,10,0.0,False,False
breadth_fall_60_points|spx_drawdown_252_pct,2,0.3,28,0.1159064222650363,0.7215850926878036,-0.3349540319902431,1.58405615156357,1,0,12,1,11,0.0833333333333333,0.1217760852974942,0.7676071456376372,-0.2526132529661796,0.7160204748420823,2,0,7,0,7,0.0,False,False
breadth_fall_60_points|spx_drawdown_252_pct,2,0.35,22,0.1196474037407047,0.7234743010223028,-0.3380569510004925,1.2505706459712391,1,0,8,1,7,0.125,0.1436975997318101,0.8721689405505215,-0.2526132529661795,0.556904813766064,2,0,5,0,5,0.0,False,False
breadth_fall_60_points|spx_drawdown_252_pct,2,0.4,19,0.1069046912133739,0.6647670550277259,-0.3218503677269226,1.0838278931750742,1,0,6,0,6,0.0,0.1449302462463948,0.8769462659186953,-0.2526132529661797,0.4773469832280549,2,0,4,0,4,0.0,False,False
breadth_fall_60_points|spx_drawdown_252_pct,2,0.45,17,0.1122436812846161,0.6798951415048667,-0.4111707533972765,1.0004565167769917,1,0,5,0,5,0.0,0.1540019262162202,0.8968183544601375,-0.2526132529661798,0.3977891526900457,2,0,3,0,3,0.0,False,False
breadth_fall_60_points|spx_drawdown_252_pct,2,0.5,13,0.1223255183133731,0.6974424601374385,-0.4692825611637333,0.7503423875827436,1,0,1,0,1,0.0,0.1975421154677759,1.0257910485794206,-0.2526132529661796,0.3182313221520366,2,0,2,0,2,0.0,False,False
breadth_fall_60_points|vix,2,0.1,55,0.0105729443737501,0.1478951305585631,-0.3482478824115153,2.751255421136727,1,1,28,4,24,0.1428571428571428,0.0264677409764146,0.3930143715011654,-0.1938099772687671,1.7502722718362012,2,2,21,2,19,0.0952380952380952,False,False
breadth_fall_60_points|vix,2,0.15,44,0.0329454507900839,0.3047366986705543,-0.3270830762566996,2.1676557863501484,1,1,19,2,17,0.1052631578947368,0.0539809873830845,0.5785013722183966,-0.2492601239899298,1.4320409496841646,2,0,17,0,17,0.0,False,False
breadth_fall_60_points|vix,2,0.2,38,0.0609370194792182,0.4754397288721522,-0.3270626759286714,1.9175416571559003,1,1,16,2,14,0.125,0.0460770526472642,0.5131547218854619,-0.1966789712355398,1.1933674580701372,2,0,14,0,14,0.0,False,False
breadth_fall_60_points|vix,2,0.25,33,0.0800694973137077,0.5574372981971378,-0.3863212593825754,1.58405615156357,1,0,12,1,11,0.0833333333333333,0.0611908137152146,0.6118961156742837,-0.1894971993355891,1.113809627532128,2,0,13,0,13,0.0,False,False
breadth_fall_60_points|vix,2,0.3,28,0.0725930845767279,0.5012699752146405,-0.3863287919874727,1.2505706459712391,1,0,8,1,7,0.125,0.0662658257965964,0.5576429286412555,-0.2966329426320339,1.034251796994119,2,0,11,0,11,0.0,False,False
breadth_fall_60_points|vix,2,0.35,18,0.1212061548317735,0.7204719721750482,-0.4692825611637333,0.9170851403789088,1,0,3,0,3,0.0,0.1168683012173401,0.7327673471423275,-0.2526132529661795,0.556904813766064,2,0,4,0,4,0.0,False,False
breadth_fall_60_points|vix,2,0.4,14,0.1293343524151953,0.741796375613553,-0.4692825611637333,0.8337137639808263,1,0,2,0,2,0.0,0.1720909453157197,0.912571008675873,-0.2526132529661797,0.3182313221520366,2,0,1,0,1,0.0,False,False
breadth_fall_60_points|vix,2,0.45,13,0.141657778505164,0.7863487362521235,-0.4692825611637333,0.7503423875827436,1,0,1,0,1,0.0,0.1739904937663272,0.921585564681933,-0.2526132529661796,0.3182313221520366,2,0,1,0,1,0.0,False,False
breadth_fall_60_points|vix,2,0.5,12,0.1436447398754936,0.783740955959044,-0.4692825611637333,0.6669710111846611,1,0,0,0,0,,0.1739905839738285,0.9215859429775392,-0.2526132529661797,0.3182313221520366,2,0,1,0,1,0.0,False,False
breadth|breadth_fall_60_points,2,0.1,44,0.0254658906823108,0.2575106011218187,-0.3218740313593411,2.251027162748231,1,0,22,2,20,0.0909090909090909,0.0269845611398509,0.28830003866248,-0.3213416400885522,1.3524831191461557,2,0,16,0,16,0.0,False,False
breadth|breadth_fall_60_points,2,0.15,41,0.0357196820553862,0.3203889119568964,-0.3218653903853081,2.084284409952066,1,0,20,1,19,0.05,0.0643410075864769,0.5856706189400515,-0.2526132529661795,1.2729252886081464,2,0,13,0,13,0.0,False,False
breadth|breadth_fall_60_points,2,0.2,39,0.0359124618519255,0.3168024299674702,-0.3218695096822332,2.1676557863501484,1,0,21,1,20,0.0476190476190476,0.1191013510643517,0.8607493669711809,-0.2526132529661796,1.034251796994119,2,0,11,0,11,0.0,False,False
breadth|breadth_fall_60_points,2,0.25,31,0.0735235255983988,0.5228599409851523,-0.4692939680741409,1.6674275279616526,1,0,13,0,13,0.0,0.133462841783883,0.8921798310756953,-0.2526132529661795,0.8751361359181006,2,0,9,0,9,0.0,False,False
breadth|breadth_fall_60_points,2,0.3,27,0.0701487060950791,0.4989271799837861,-0.4692916889875644,1.4173133987674047,1,0,10,0,10,0.0,0.1109023334750884,0.7867723761144978,-0.2526132529661796,0.7955783053800914,2,0,8,0,8,0.0,False,False
breadth|breadth_fall_60_points,2,0.35,22,0.0976542775653801,0.5970294483594911,-0.4692825611637333,1.1671992695731568,1,0,7,1,6,0.1428571428571428,0.1951392783651175,1.075542772295951,-0.2526132529661796,0.6364626443040732,2,0,6,0,6,0.0,False,False
breadth|breadth_fall_60_points,2,0.4,20,0.1040496556651224,0.6208158183718023,-0.4692825611637333,1.0838278931750742,1,0,5,0,5,0.0,0.2003297036465037,1.094319676327182,-0.2526132529661795,0.556904813766064,2,0,5,0,5,0.0,False,False
breadth|breadth_fall_60_points,2,0.45,15,0.1150469449283471,0.6700209652958522,-0.4692825611637333,1.0004565167769917,1,0,4,0,4,0.0,0.1904721746069151,0.987966051411484,-0.2526132529661796,0.2386734916140274,2,0,1,0,1,0.0,False,False
breadth|breadth_fall_60_points,2,0.5,13,0.1383048207271326,0.7656873564441011,-0.4692825611637333,0.8337137639808263,1,0,2,0,2,0.0,0.1891638831171804,0.9821519665300108,-0.2526132529661796,0.2386734916140274,2,0,1,0,1,0.0,False,False
breadth|spx_drawdown_252_pct,2,0.1,54,0.0164595634875679,0.1986850377771418,-0.3580771288504548,2.8346267975348094,1,1,29,4,25,0.1379310344827586,0.0474698025583084,0.4907811261034966,-0.2215798505859414,1.5911566107601829,2,1,20,1,19,0.05,False,False
breadth|spx_drawdown_252_pct,2,0.15,49,0.039210712147073,0.3668607311859903,-0.3375843548869759,2.751255421136727,1,1,27,3,24,0.1111111111111111,0.0557734032602523,0.4806546334267027,-0.3376104358586094,1.2729252886081464,2,0,16,0,16,0.0,False,False
breadth|spx_drawdown_252_pct,2,0.2,42,0.0611606106976072,0.5206857068990586,-0.3270823182608331,2.5011412919424787,1,1,23,2,21,0.0869565217391304,0.1409786769049315,0.9418753799102972,-0.2472876651860104,0.9546939664561098,2,0,12,0,12,0.0,False,False
breadth|spx_drawdown_252_pct,2,0.25,37,0.0978556671552923,0.704444266696481,-0.3270804545253472,2.1676557863501484,1,1,19,2,17,0.1052631578947368,0.1184591751683139,0.7412924104034385,-0.3512061711345,0.8751361359181006,2,0,11,0,11,0.0,False,False
breadth|spx_drawdown_252_pct,2,0.3,27,0.1154342495054434,0.7258492998486376,-0.4572378600787393,1.5006847751654873,1,1,10,1,9,0.1,0.1354676734670454,0.7802575579916382,-0.3430800140384985,0.7160204748420823,2,0,9,0,9,0.0,False,False
breadth|spx_drawdown_252_pct,2,0.35,20,0.1101847770253936,0.6722322726339329,-0.4692852380776201,1.1671992695731568,1,0,6,0,6,0.0,0.1736894583917041,0.9418411326672632,-0.2727331754453483,0.4773469832280549,2,0,5,0,5,0.0,False,False
breadth|spx_drawdown_252_pct,2,0.4,18,0.116561098718473,0.6933008839385794,-0.4692852380776201,1.0004565167769917,1,0,4,0,4,0.0,0.1805522870164153,0.9573246116935636,-0.272730525827671,0.4773469832280549,2,0,5,0,5,0.0,False,False
breadth|spx_drawdown_252_pct,2,0.45,16,0.1346691568734745,0.7666834517415334,-0.4692837047480488,0.9170851403789088,1,0,3,0,3,0.0,0.1937839077515999,1.005154712510092,-0.2526132529661796,0.3977891526900457,2,0,3,0,3,0.0,False,False
breadth|spx_drawdown_252_pct,2,0.5,12,0.1436447398754936,0.783740955959044,-0.4692825611637333,0.6669710111846611,1,0,0,0,0,,0.1767279429438224,0.9318870627152964,-0.2526132529661797,0.3182313221520366,2,0,2,0,2,0.0,False,False
breadth|vix,2,0.1,51,0.0535164535135199,0.4533283342070174,-0.3218638656321875,2.251027162748231,1,0,20,0,20,0.0,0.0137407774935041,0.2543114360904651,-0.1359336781916368,1.9093879329122196,2,2,23,2,21,0.0869565217391304,False,False
breadth|vix,2,0.15,48,0.0563003254302862,0.4646584940681911,-0.3218692010116409,2.1676557863501484,1,0,19,0,19,0.0,0.0398513648323808,0.4981390035836034,-0.1968825284294829,1.7502722718362012,2,1,21,1,20,0.0476190476190476,False,False
breadth|vix,2,0.2,44,0.0640875898193666,0.500695905151235,-0.3218710166063597,2.084284409952066,1,0,18,0,18,0.0,0.0660373487142547,0.7561902580581742,-0.1335143348989436,1.5115987802221738,2,1,17,1,16,0.0588235294117647,False,False
breadth|vix,2,0.25,41,0.060100601514119,0.4651456689455382,-0.3218651676592245,1.9175416571559003,1,0,16,0,16,0.0,0.104102508346545,0.9415118072967298,-0.1390100579237251,1.4320409496841646,2,1,16,1,15,0.0625,False,False
breadth|vix,2,0.3,34,0.0752788157120625,0.5437605991524349,-0.3218584916000885,1.4173133987674047,1,0,10,0,10,0.0,0.1083447522028886,0.9213946759894256,-0.1821945871528481,1.3524831191461557,2,0,14,0,14,0.0,False,False
breadth|vix,2,0.35,29,0.0979465724579531,0.6690002804497481,-0.3218600169662404,1.2505706459712391,1,0,8,0,8,0.0,0.1365314800998511,0.9898476543801256,-0.1821945871528481,1.113809627532128,2,0,12,0,12,0.0,False,False
breadth|vix,2,0.4,22,0.1070435985789157,0.6998103135679883,-0.3218597860362555,1.1671992695731568,1,0,7,0,7,0.0,0.1345200606295968,0.8220865198544753,-0.2945498261820122,0.6364626443040732,2,0,6,0,6,0.0,False,False
breadth|vix,2,0.45,19,0.1096188328332004,0.6993970654830579,-0.3218596756923619,1.0838278931750742,1,0,6,0,6,0.0,0.1343586071728497,0.7825268094333955,-0.2727583467754094,0.4773469832280549,2,0,3,0,3,0.0,False,False
breadth|vix,2,0.5,13,0.1369622010217552,0.7593938345587302,-0.4692931970806295,0.8337137639808263,1,0,2,0,2,0.0,0.1929186866378645,0.9853826226462672,-0.2526132529661797,0.2386734916140274,2,0,0,0,0,,False,False
ndx_return_60_pct|breadth,2,0.1,50,0.0554134494034062,0.4771905280374751,-0.321865774355087,2.417769915544396,1,0,24,2,22,0.0833333333333333,0.0657323427634906,0.7538792783354037,-0.1632077116723422,1.670714441298192,2,1,20,1,19,0.05,False,False
ndx_return_60_pct|breadth,2,0.15,43,0.0441202280824157,0.3864947108907217,-0.321864792720394,2.1676557863501484,1,0,21,2,19,0.0952380952380952,0.0278822675493788,0.3741286503191691,-0.1947543904634263,1.3524831191461557,2,1,16,1,15,0.0625,False,False
ndx_return_60_pct|breadth,2,0.2,41,0.071955661473505,0.5129170779291448,-0.4692896672338856,2.0009130335539833,1,0,18,1,17,0.0555555555555555,0.0405593590797541,0.4841431415241281,-0.1335143348989436,1.3524831191461557,2,1,16,1,15,0.0625,False,False
ndx_return_60_pct|breadth,2,0.25,37,0.0528001168212546,0.4009587382071756,-0.4692968407886493,1.9175416571559003,1,0,16,0,16,0.0,0.0421649968814876,0.4028243006202099,-0.3090431746570207,1.113809627532128,2,0,13,0,13,0.0,False,False
ndx_return_60_pct|breadth,2,0.3,26,0.1028350022033248,0.6526965508126892,-0.4692852380776201,1.5006847751654873,1,0,11,0,11,0.0,0.1857077035533167,1.0202294794609033,-0.2526132529661796,0.6364626443040732,2,0,7,0,7,0.0,False,False
ndx_return_60_pct|breadth,2,0.35,23,0.1104056514847653,0.6901488754578834,-0.4692837047480488,1.4173133987674047,1,0,10,1,9,0.1,0.1674629871055497,0.8935536793606575,-0.2526132529661795,0.4773469832280549,2,0,3,0,3,0.0,False,False
ndx_return_60_pct|breadth,2,0.4,19,0.1096496714012176,0.6764897584933729,-0.4692858310721848,1.2505706459712391,1,0,7,0,7,0.0,0.1773490201116216,0.9267732575075588,-0.2526132529661795,0.3182313221520366,2,0,1,0,1,0.0,False,False
